"","species","latitude","longitude"
"1052","Callitriche cophocarpa Sendtner",59.005543,17.254175
"1053","Callitriche cophocarpa Sendtner",57.8557072003675,16.5143112406108
"1054","Callitriche cophocarpa Sendtner",59.8050982,15.8504989
"1055","Callitriche cophocarpa Sendtner",58.2529439,14.702475
"1056","Callitriche cophocarpa Sendtner",59.41201,17.1920569
"1057","Callitriche cophocarpa Sendtner",57.7186628788122,15.1608641570565
"1058","Callitriche cophocarpa Sendtner",55.996209,14.7225699
"1059","Callitriche cophocarpa Sendtner",58.360582,16.410549
"1060","Callitriche cophocarpa Sendtner",59.729388,16.849601
"1061","Callitriche cophocarpa Sendtner",57.65766,12.0603
"1062","Callitriche cophocarpa Sendtner",60.038103,17.397645
"1063","Callitriche cophocarpa Sendtner",60.139622,18.1226389
"1064","Callitriche cophocarpa Sendtner",57.368467,13.0585039
"1065","Callitriche cophocarpa Sendtner",59.980268,18.2458789
"1066","Callitriche cophocarpa Sendtner",59.836229,17.388006
"1067","Callitriche cophocarpa Sendtner",58.233446,14.81356
"1068","Callitriche cophocarpa Sendtner",58.343434,15.359188
"1069","Callitriche cophocarpa Sendtner",55.9357449,13.262403
"1070","Callitriche cophocarpa Sendtner",63.2894859,14.55092
"1071","Callitriche cophocarpa Sendtner",56.1969989,15.6881845
"1072","Callitriche cophocarpa Sendtner",57.8472467996578,15.597101249435
"1073","Callitriche cophocarpa Sendtner",56.7889979,15.1329013
"1074","Callitriche cophocarpa Sendtner",57.483361,15.0232899
"1075","Callitriche cophocarpa Sendtner",58.58433,16.4895649
"1076","Callitriche cophocarpa Sendtner",58.683191,14.206102
"1077","Callitriche cophocarpa Sendtner",57.398313,16.4963209
"1078","Callitriche cophocarpa Sendtner",59.7468259,16.912402
"1079","Callitriche cophocarpa Sendtner",60.3037089,17.6819169
"1080","Callitriche cophocarpa Sendtner",58.987853,16.957543
"1081","Callitriche cophocarpa Sendtner",59.2535049,17.317093
"1082","Callitriche cophocarpa Sendtner",58.3736609,15.078878
"1083","Callitriche cophocarpa Sendtner",58.96337,18.05357
"1084","Callitriche cophocarpa Sendtner",60.1520709,17.4013549
"1085","Callitriche cophocarpa Sendtner",59.2607289,16.440769
"1086","Callitriche cophocarpa Sendtner",59.1216739,17.0493409
"1087","Callitriche cophocarpa Sendtner",59.313628,17.846641
"1088","Callitriche cophocarpa Sendtner",59.2165839,16.264852
"1089","Callitriche cophocarpa Sendtner",55.99726,13.90842
"1090","Callitriche cophocarpa Sendtner",59.836775,18.6814369
"1091","Callitriche cophocarpa Sendtner",59.593978,18.483529
"1092","Callitriche cophocarpa Sendtner",60.0275219,18.114788
"1093","Callitriche cophocarpa Sendtner",56.893289,14.596752
"1094","Callitriche cophocarpa Sendtner",57.700834,14.528022
"1095","Callitriche cophocarpa Sendtner",56.20193,15.5745
"1096","Callitriche cophocarpa Sendtner",59.6697569,17.370076
"1097","Callitriche cophocarpa Sendtner",56.246065,14.581265
"1098","Callitriche cophocarpa Sendtner",57.8588218,12.9314575
"1099","Callitriche cophocarpa Sendtner",59.7087739,18.402042
"1100","Callitriche cophocarpa Sendtner",59.131442,18.35286
"1101","Callitriche cophocarpa Sendtner",58.662182,16.405483
"1102","Callitriche cophocarpa Sendtner",57.7393298715473,15.1638539861281
"1103","Callitriche cophocarpa Sendtner",58.104263,14.626298
"1104","Callitriche cophocarpa Sendtner",62.509123,17.7170409
"1105","Callitriche cophocarpa Sendtner",58.030731,13.1958199
"1106","Callitriche cophocarpa Sendtner",58.418081,12.338316
"1107","Callitriche cophocarpa Sendtner",55.4547431,13.6496489
"1108","Callitriche cophocarpa Sendtner",58.726452,15.9963359
"1109","Callitriche cophocarpa Sendtner",59.321311,17.276184
"1110","Callitriche cophocarpa Sendtner",58.398439,15.592274
"1111","Callitriche cophocarpa Sendtner",59.8143249,17.3424079
"1112","Callitriche cophocarpa Sendtner",59.862606,17.823051
"1113","Callitriche cophocarpa Sendtner",57.917239,16.7812659
"1114","Callitriche cophocarpa Sendtner",58.738933,16.170349
"1115","Callitriche cophocarpa Sendtner",58.6149776,13.8158002
"1116","Callitriche cophocarpa Sendtner",57.8005782809162,15.4368971218722
"1117","Callitriche cophocarpa Sendtner",60.7146109,15.786885
"1118","Callitriche cophocarpa Sendtner",57.41166,15.56811
"1119","Callitriche cophocarpa Sendtner",56.05468,13.90518
"1120","Callitriche cophocarpa Sendtner",58.6014399,16.4747249
"1121","Callitriche cophocarpa Sendtner",57.9618767,15.1439494
"1122","Callitriche cophocarpa Sendtner",59.223227,17.8850349
"1123","Callitriche cophocarpa Sendtner",60.044173,16.769786
"1124","Callitriche cophocarpa Sendtner",59.2875829,18.064474
"1125","Callitriche cophocarpa Sendtner",57.4804639,16.576217
"1126","Callitriche cophocarpa Sendtner",59.256706,17.0104259
"1127","Callitriche cophocarpa Sendtner",58.8729269,12.553103
"1128","Callitriche cophocarpa Sendtner",59.290506,17.8891309
"1129","Callitriche cophocarpa Sendtner",58.299368,12.570296
"1130","Callitriche cophocarpa Sendtner",58.553572,12.352707
"1131","Callitriche cophocarpa Sendtner",57.2677888,16.4030669
"1132","Callitriche cophocarpa Sendtner",57.4648408,16.5460818
"1133","Callitriche cophocarpa Sendtner",65.573057,22.251638
"1134","Callitriche cophocarpa Sendtner",57.890414,14.9731729
"1135","Callitriche cophocarpa Sendtner",58.35347,14.1219649
"1136","Callitriche cophocarpa Sendtner",59.832762,18.859528
"1137","Callitriche cophocarpa Sendtner",58.767023,16.4317409
"1138","Callitriche cophocarpa Sendtner",58.6018479,12.492269
"1139","Callitriche cophocarpa Sendtner",59.0302689,17.187134
"1140","Callitriche cophocarpa Sendtner",60.548389,17.8327889
"1141","Callitriche cophocarpa Sendtner",60.168511,17.719251
"1142","Callitriche cophocarpa Sendtner",58.2412009,14.120483
"1143","Callitriche cophocarpa Sendtner",59.058062,16.567737
"1144","Callitriche cophocarpa Sendtner",58.3191929,14.251592
"1145","Callitriche cophocarpa Sendtner",57.112112,14.1736629
"1146","Callitriche cophocarpa Sendtner",57.727048,14.298817
"1147","Callitriche cophocarpa Sendtner",60.184465,18.125802
"1148","Callitriche cophocarpa Sendtner",58.0049339,14.047019
"1149","Callitriche cophocarpa Sendtner",58.770423,17.051434
"1150","Callitriche cophocarpa Sendtner",59.3391325,18.0647083
"1151","Callitriche cophocarpa Sendtner",57.878422,12.033041
"1152","Callitriche cophocarpa Sendtner",56.200842,13.8588939
"1153","Callitriche cophocarpa Sendtner",58.108606,14.565545
"1154","Callitriche cophocarpa Sendtner",59.838003,17.313177
"1155","Callitriche cophocarpa Sendtner",57.0426585,16.4461732
"1156","Callitriche cophocarpa Sendtner",59.2799249,16.923532
"1157","Callitriche cophocarpa Sendtner",59.625444,17.998483
"1158","Callitriche cophocarpa Sendtner",58.318966,15.6551829
"1159","Callitriche cophocarpa Sendtner",59.38876,16.98651
"1160","Callitriche cophocarpa Sendtner",58.7737989,15.973393
"1161","Callitriche cophocarpa Sendtner",58.9486709,16.311591
"1162","Callitriche cophocarpa Sendtner",60.594937,17.3756899
"1163","Callitriche cophocarpa Sendtner",58.3556189,12.971924
"1164","Callitriche cophocarpa Sendtner",59.085548,17.1210899
"1165","Callitriche cophocarpa Sendtner",59.3465879,16.605035
"1166","Callitriche cophocarpa Sendtner",58.1420249,12.710326
"1167","Callitriche cophocarpa Sendtner",58.778083,15.156879
"1168","Callitriche cophocarpa Sendtner",58.6789739,13.6683249
"1169","Callitriche cophocarpa Sendtner",58.5514349,16.26575
"1170","Callitriche cophocarpa Sendtner",56.035736,13.607878
"1171","Callitriche cophocarpa Sendtner",56.360469,14.575722
"1172","Callitriche cophocarpa Sendtner",59.1289579,18.194568
"1173","Callitriche cophocarpa Sendtner",56.13301,13.59126
"1174","Callitriche cophocarpa Sendtner",56.26055556,9.88055556
"1175","Callitriche cophocarpa Sendtner",63.2489059,15.79426
"1176","Callitriche cophocarpa Sendtner",59.023029,17.091329
"1177","Callitriche cophocarpa Sendtner",56.3159,14.60222
"1178","Callitriche cophocarpa Sendtner",59.348736,17.728396
"1179","Callitriche cophocarpa Sendtner",58.2243789,14.631786
"1180","Callitriche cophocarpa Sendtner",56.3236959,14.365247
"1181","Callitriche cophocarpa Sendtner",55.9561479,13.429221
"1182","Callitriche cophocarpa Sendtner",58.8048149,17.2975369
"1183","Callitriche cophocarpa Sendtner",58.3890943,13.8468975
"1184","Callitriche cophocarpa Sendtner",56.737879,15.446567
"1185","Callitriche cophocarpa Sendtner",59.7087739,16.845406
"1186","Callitriche cophocarpa Sendtner",57.9764259,16.7913269
"1187","Callitriche cophocarpa Sendtner",57.9144379,13.308909
"1188","Callitriche cophocarpa Sendtner",60.2812849,17.6806319
"1189","Callitriche cophocarpa Sendtner",57.584487,14.766174
"1190","Callitriche cophocarpa Sendtner",57.871003,12.025387
"1191","Callitriche cophocarpa Sendtner",57.688222,12.8565179
"1192","Callitriche cophocarpa Sendtner",58.0334402801667,15.6442395722669
"1193","Callitriche cophocarpa Sendtner",59.900646,17.614463
"1194","Callitriche cophocarpa Sendtner",62.6938999,17.279651
"1195","Callitriche cophocarpa Sendtner",62.218615,16.718133
"1196","Callitriche cophocarpa Sendtner",57.545195,13.260733
"1197","Callitriche cophocarpa Sendtner",59.032335,17.002575
"1198","Callitriche cophocarpa Sendtner",58.285369,15.42163
"1199","Callitriche cophocarpa Sendtner",58.897984,14.222208
"1200","Callitriche cophocarpa Sendtner",56.1922709,15.684809
"1201","Callitriche cophocarpa Sendtner",59.819135,16.852404
"1202","Callitriche cophocarpa Sendtner",59.206491,17.490082
"1203","Callitriche cophocarpa Sendtner",57.2677888,16.4030669
"1204","Callitriche cophocarpa Sendtner",57.8807619,14.390166
"1205","Callitriche cophocarpa Sendtner",60.1650929,16.917424
"1206","Callitriche cophocarpa Sendtner",56.78815,13.244168
"1207","Callitriche cophocarpa Sendtner",60.073903,18.028191
"1208","Callitriche cophocarpa Sendtner",59.9610309,18.06539
"1209","Callitriche cophocarpa Sendtner",57.853265,13.7545629
"1210","Callitriche cophocarpa Sendtner",56.1078444,13.9162728
"1211","Callitriche cophocarpa Sendtner",59.904975,18.642638
"1212","Callitriche cophocarpa Sendtner",58.8657839,14.23235
"1213","Callitriche cophocarpa Sendtner",63.527749,19.716466
"1214","Callitriche cophocarpa Sendtner",57.6210179,14.2931659
"1215","Callitriche cophocarpa Sendtner",59.689874,18.21584
"1216","Callitriche cophocarpa Sendtner",59.115653,18.795451
"1217","Callitriche cophocarpa Sendtner",57.095675,16.500588
"1218","Callitriche cophocarpa Sendtner",58.741404,16.906213
"1219","Callitriche cophocarpa Sendtner",59.08024,16.611826
"1220","Callitriche cophocarpa Sendtner",60.4475449,17.3903779
"1221","Callitriche cophocarpa Sendtner",57.966869,13.839337
"1222","Callitriche cophocarpa Sendtner",57.193964,15.41403
"1223","Callitriche cophocarpa Sendtner",63.886605,14.768204
"1224","Callitriche cophocarpa Sendtner",56.73434,15.54566
"1225","Callitriche cophocarpa Sendtner",56.2493839,14.693042
"1226","Callitriche cophocarpa Sendtner",59.000579,16.17211
"1227","Callitriche cophocarpa Sendtner",56.11686,13.74817
"1228","Callitriche cophocarpa Sendtner",57.5438706246074,16.3896858761469
"1229","Callitriche cophocarpa Sendtner",58.20929,12.81851
"1230","Callitriche cophocarpa Sendtner",59.8563949,17.567436
"1231","Callitriche cophocarpa Sendtner",57.643621,12.8701899
"1232","Callitriche cophocarpa Sendtner",58.4523,13.1235149
"1233","Callitriche cophocarpa Sendtner",59.928341,18.599896
"1234","Callitriche cophocarpa Sendtner",59.8558899309592,17.0103308044391
"1235","Callitriche cophocarpa Sendtner",58.221214,12.364564
"1236","Callitriche cophocarpa Sendtner",57.316769,16.464915
"1237","Callitriche cophocarpa Sendtner",58.1711779,12.546258
"1238","Callitriche cophocarpa Sendtner",56.31028,14.57816
"1239","Callitriche cophocarpa Sendtner",57.1544224156674,13.9544796383374
"1240","Callitriche cophocarpa Sendtner",60.085481,18.286007
"1241","Callitriche cophocarpa Sendtner",58.947865,16.044127
"1242","Callitriche cophocarpa Sendtner",57.9292319,12.110485
"1243","Callitriche cophocarpa Sendtner",62.73295,16.939316
"1244","Callitriche cophocarpa Sendtner",56.0590309,13.4068349
"1245","Callitriche cophocarpa Sendtner",58.2221979,13.292425
"1246","Callitriche cophocarpa Sendtner",58.0998019,13.899875
"1247","Callitriche cophocarpa Sendtner",57.665551,13.594232
"1248","Callitriche cophocarpa Sendtner",58.1961599,15.762684
"1249","Callitriche cophocarpa Sendtner",64.7770079,19.5494519
"1250","Callitriche cophocarpa Sendtner",59.4052709,18.0088949
"1251","Callitriche cophocarpa Sendtner",57.4305132897371,15.0382370396825
"1252","Callitriche cophocarpa Sendtner",60.198473,17.0970599
"1253","Callitriche cophocarpa Sendtner",58.8615009,15.154399
"1254","Callitriche cophocarpa Sendtner",57.818589,12.8997449
"1255","Callitriche cophocarpa Sendtner",56.377305,15.116625
"1256","Callitriche cophocarpa Sendtner",56.45248,16.096346
"1257","Callitriche cophocarpa Sendtner",58.4405149,13.924291
"1258","Callitriche cophocarpa Sendtner",58.263299,13.5707229
"1259","Callitriche cophocarpa Sendtner",57.9762449,14.5926019
"1260","Callitriche cophocarpa Sendtner",58.2638279,13.308227
"1261","Callitriche cophocarpa Sendtner",61.8613458,16.5655726
"1262","Callitriche cophocarpa Sendtner",59.18406,17.4889769
"1263","Callitriche cophocarpa Sendtner",59.714025,18.456049
"1264","Callitriche cophocarpa Sendtner",60.230085,18.083886
"1265","Callitriche cophocarpa Sendtner",63.769444,20.532855
"1266","Callitriche cophocarpa Sendtner",57.0328409,14.9694
"1267","Callitriche cophocarpa Sendtner",57.454971,13.112016
"1268","Callitriche cophocarpa Sendtner",59.009785,17.1875469
"1269","Callitriche cophocarpa Sendtner",58.8041079,16.8935649
"1270","Callitriche cophocarpa Sendtner",57.568342,16.436035
"1271","Callitriche cophocarpa Sendtner",58.1547516550764,16.3147247876183
"1272","Callitriche cophocarpa Sendtner",58.914867,17.47587
"1273","Callitriche cophocarpa Sendtner",57.4200239,16.466766
"1274","Callitriche cophocarpa Sendtner",60.0890429,16.771097
"1275","Callitriche cophocarpa Sendtner",58.236024,13.00703
"1276","Callitriche cophocarpa Sendtner",63.1786478,14.639266
"1277","Callitriche cophocarpa Sendtner",58.7284429,14.027912
"1278","Callitriche cophocarpa Sendtner",56.4837419,15.436075
"1279","Callitriche cophocarpa Sendtner",57.723800540629,16.3086668500034
"1280","Callitriche cophocarpa Sendtner",56.03604,14.68635
"1281","Callitriche cophocarpa Sendtner",58.4643919,16.148008
"1282","Callitriche cophocarpa Sendtner",58.669049,16.635811
"1283","Callitriche cophocarpa Sendtner",56.7889979,15.1329013
"1284","Callitriche cophocarpa Sendtner",58.69355,14.1038549
"1285","Callitriche cophocarpa Sendtner",57.75361,14.99228
"1286","Callitriche cophocarpa Sendtner",59.724715,18.671807
"1287","Callitriche cophocarpa Sendtner",63.5985939,15.12418
"1288","Callitriche cophocarpa Sendtner",57.5145661445071,16.7746746807063
"1289","Callitriche cophocarpa Sendtner",57.4126420132885,14.4906534159846
"1290","Callitriche cophocarpa Sendtner",63.102454,16.3684359
"1291","Callitriche cophocarpa Sendtner",62.2159059,16.458735
"1292","Callitriche cophocarpa Sendtner",57.991404,13.9174729
"1293","Callitriche cophocarpa Sendtner",59.589472,18.054583
"1294","Callitriche cophocarpa Sendtner",60.088917,18.4336899
"1295","Callitriche cophocarpa Sendtner",59.170748,16.48281
"1296","Callitriche cophocarpa Sendtner",60.081274,17.534495
"1297","Callitriche cophocarpa Sendtner",58.418557,16.532415
"1298","Callitriche cophocarpa Sendtner",59.8550639,16.95703
"1299","Callitriche cophocarpa Sendtner",56.43872,14.05834
"1300","Callitriche cophocarpa Sendtner",56.3555018,14.5882434
"1301","Callitriche cophocarpa Sendtner",57.9824509,14.1106739
"1302","Callitriche cophocarpa Sendtner",57.7045004902265,11.965179702154
"1303","Callitriche cophocarpa Sendtner",59.0439119,17.0590429
"1304","Callitriche cophocarpa Sendtner",59.5357899,15.761957
"1305","Callitriche cophocarpa Sendtner",62.314191,16.4799709
"1306","Callitriche cophocarpa Sendtner",61.324263,14.011715
"1307","Callitriche cophocarpa Sendtner",59.8724909,17.6985899
"1308","Callitriche cophocarpa Sendtner",58.1169764889295,11.8496113614165
"1309","Callitriche cophocarpa Sendtner",58.992009,16.305357
"1310","Callitriche cophocarpa Sendtner",59.0382559,17.087565
"1311","Callitriche cophocarpa Sendtner",56.86444,14.95652
"1312","Callitriche cophocarpa Sendtner",57.54386,13.239101
"1313","Callitriche cophocarpa Sendtner",58.852428,17.039684
"1314","Callitriche cophocarpa Sendtner",48.305,16.325
"1315","Callitriche cophocarpa Sendtner",59.53061,12.47556
"1316","Callitriche cophocarpa Sendtner",58.829987,17.038885
"1317","Callitriche cophocarpa Sendtner",60.155661,16.863085
"1318","Callitriche cophocarpa Sendtner",57.48606,16.1011519
"1319","Callitriche cophocarpa Sendtner",56.526124,16.095286
"1320","Callitriche cophocarpa Sendtner",59.7911059,17.9789269
"1321","Callitriche cophocarpa Sendtner",59.9069119,17.0785729
"1322","Callitriche cophocarpa Sendtner",58.9912229,16.479288
"1323","Callitriche cophocarpa Sendtner",59.544083,17.418495
"1324","Callitriche cophocarpa Sendtner",57.936038,16.336106
"1325","Callitriche cophocarpa Sendtner",58.311436,14.067662
"1326","Callitriche cophocarpa Sendtner",59.028128,17.394276
"1327","Callitriche cophocarpa Sendtner",57.5079509,15.784361
"1328","Callitriche cophocarpa Sendtner",58.3987309,14.220726
"1329","Callitriche cophocarpa Sendtner",58.978572,14.4393759
"1330","Callitriche cophocarpa Sendtner",55.5652669,14.068013
"1331","Callitriche cophocarpa Sendtner",59.38363,14.13917
"1332","Callitriche cophocarpa Sendtner",58.1836169,15.921237
"1333","Callitriche cophocarpa Sendtner",58.209172,12.556391
"1334","Callitriche cophocarpa Sendtner",62.4881249,17.608992
"1335","Callitriche cophocarpa Sendtner",56.3252099,14.403497
"1336","Callitriche cophocarpa Sendtner",55.8519989,14.016907
"1337","Callitriche cophocarpa Sendtner",59.3043619,15.0449129
"1338","Callitriche cophocarpa Sendtner",57.728678,16.0057769
"1339","Callitriche cophocarpa Sendtner",57.980656,14.110763
"1340","Callitriche cophocarpa Sendtner",57.121471,14.55878
"1341","Callitriche cophocarpa Sendtner",62.4309629,16.453561
"1342","Callitriche cophocarpa Sendtner",57.314276,16.510514
"1343","Callitriche cophocarpa Sendtner",58.089599,12.187219
"1344","Callitriche cophocarpa Sendtner",58.9920419,17.1603369
"1345","Callitriche cophocarpa Sendtner",58.4531649,11.9919879
"1346","Callitriche cophocarpa Sendtner",57.839185,14.2890789
"1347","Callitriche cophocarpa Sendtner",56.4990609,15.845832
"1348","Callitriche cophocarpa Sendtner",59.0520939,17.264668
"1349","Callitriche cophocarpa Sendtner",58.8043079,17.3407729
"1350","Callitriche cophocarpa Sendtner",58.427965,13.296611
"1351","Callitriche cophocarpa Sendtner",57.5084579,16.121355
"1352","Callitriche cophocarpa Sendtner",60.1797079,16.9918039
"1353","Callitriche cophocarpa Sendtner",57.6126939,14.812222
"1354","Callitriche cophocarpa Sendtner",57.4001329,14.633331
"1355","Callitriche cophocarpa Sendtner",58.926237,17.2669129
"1356","Callitriche cophocarpa Sendtner",58.0943279,12.819651
"1357","Callitriche cophocarpa Sendtner",57.3119609,15.906271
"1358","Callitriche cophocarpa Sendtner",55.998671,14.163701
"1359","Callitriche cophocarpa Sendtner",59.7983819,18.366236
"1360","Callitriche cophocarpa Sendtner",58.2192409,13.10368
"1361","Callitriche cophocarpa Sendtner",60.0746469,17.9833199
"1362","Callitriche cophocarpa Sendtner",58.396523,17.003914
"1363","Callitriche cophocarpa Sendtner",60.200166,16.90959
"1364","Callitriche cophocarpa Sendtner",57.711332425424,13.9596886221246
"1365","Callitriche cophocarpa Sendtner",60.0234159,17.8166909
"1366","Callitriche cophocarpa Sendtner",58.1781229,12.4333659
"1367","Callitriche cophocarpa Sendtner",60.501404,17.9663779
"1368","Callitriche cophocarpa Sendtner",61.265,24.03111111
"1369","Callitriche cophocarpa Sendtner",58.232458,12.518482
"1370","Callitriche cophocarpa Sendtner",59.3208849,17.841808
"1371","Callitriche cophocarpa Sendtner",60.4776949,15.906038
"1372","Callitriche cophocarpa Sendtner",58.2039139,13.058908
"1373","Callitriche cophocarpa Sendtner",59.35808,17.71171
"1374","Callitriche cophocarpa Sendtner",58.872616,17.257113
"1375","Callitriche cophocarpa Sendtner",56.46281,14.10319
"1376","Callitriche cophocarpa Sendtner",59.4004503059288,16.7890359676655
"1377","Callitriche cophocarpa Sendtner",59.79751,18.41072
"1378","Callitriche cophocarpa Sendtner",62.7317729,16.401467
"1379","Callitriche cophocarpa Sendtner",60.3999239,17.7283149
"1380","Callitriche cophocarpa Sendtner",56.4862958,13.8858051
"1381","Callitriche cophocarpa Sendtner",56.0797447816993,14.1433843959164
"1382","Callitriche cophocarpa Sendtner",58.7713729,14.374922
"1383","Callitriche cophocarpa Sendtner",56.8501431,14.6153093
"1384","Callitriche cophocarpa Sendtner",59.9712419,18.693097
"1385","Callitriche cophocarpa Sendtner",60.4519044,15.475049
"1386","Callitriche cophocarpa Sendtner",59.188983,17.0517849
"1387","Callitriche cophocarpa Sendtner",58.701881,16.204269
"1388","Callitriche cophocarpa Sendtner",59.294446,17.626069
"1389","Callitriche cophocarpa Sendtner",58.29612,16.457567
"1390","Callitriche cophocarpa Sendtner",58.4546459,14.168525
"1391","Callitriche cophocarpa Sendtner",59.054178,17.200339
"1392","Callitriche cophocarpa Sendtner",58.1440119,13.072015
"1393","Callitriche cophocarpa Sendtner",58.0334379,15.644242
"1394","Callitriche cophocarpa Sendtner",57.8221217435527,16.4110013908677
"1395","Callitriche cophocarpa Sendtner",57.878785,15.6116689
"1396","Callitriche cophocarpa Sendtner",57.6324169,11.807285
"1397","Callitriche cophocarpa Sendtner",58.465439,15.933688
"1398","Callitriche cophocarpa Sendtner",60.897362,14.362373
"1399","Callitriche cophocarpa Sendtner",59.32983,18.21948
"1400","Callitriche cophocarpa Sendtner",56.3089429,14.7252379
"1401","Callitriche cophocarpa Sendtner",57.2789569,16.393778
"1402","Callitriche cophocarpa Sendtner",57.939681,12.2243099
"1403","Callitriche cophocarpa Sendtner",57.873545,13.844431
"1404","Callitriche cophocarpa Sendtner",58.95953,17.1747909
"1405","Callitriche cophocarpa Sendtner",59.654792,17.315503
"1406","Callitriche cophocarpa Sendtner",58.694003,14.209057
"1407","Callitriche cophocarpa Sendtner",57.501359,13.225402
"1408","Callitriche cophocarpa Sendtner",60.4362709,17.8258
"1409","Callitriche cophocarpa Sendtner",59.9362489,18.1979089
"1410","Callitriche cophocarpa Sendtner",58.134059,12.5003899
"1411","Callitriche cophocarpa Sendtner",59.382907,17.718802
"1412","Callitriche cophocarpa Sendtner",58.125664,12.353407
"1413","Callitriche cophocarpa Sendtner",60.0858929,18.4945689
"1414","Callitriche cophocarpa Sendtner",59.161056,17.5315569
"1415","Callitriche cophocarpa Sendtner",57.9191569,14.729604
"1416","Callitriche cophocarpa Sendtner",62.481551,16.0765199
"1417","Callitriche cophocarpa Sendtner",58.134211,12.5411459
"1418","Callitriche cophocarpa Sendtner",62.2538369,16.815429
"1419","Callitriche cophocarpa Sendtner",59.3544699,16.15612
"1420","Callitriche cophocarpa Sendtner",58.4871479,15.892931
"1421","Callitriche cophocarpa Sendtner",60.0897999,18.3888099
"1422","Callitriche cophocarpa Sendtner",59.971862,17.304921
"1423","Callitriche cophocarpa Sendtner",59.101872,17.121162
"1424","Callitriche cophocarpa Sendtner",57.746464,15.072203
"1425","Callitriche cophocarpa Sendtner",58.2342269,14.617934
"1426","Callitriche cophocarpa Sendtner",59.7731339,16.9844739
"1427","Callitriche cophocarpa Sendtner",58.9637549,17.1305669
"1428","Callitriche cophocarpa Sendtner",59.300739,17.0997549
"1429","Callitriche cophocarpa Sendtner",59.46055556,10.33138889
"1430","Callitriche cophocarpa Sendtner",59.8280219,17.157588
"1431","Callitriche cophocarpa Sendtner",59.842272,17.370507
"1432","Callitriche cophocarpa Sendtner",58.925338,16.087371
"1433","Callitriche cophocarpa Sendtner",58.184711,16.734697
"1434","Callitriche cophocarpa Sendtner",60.373992,17.459323
"1435","Callitriche cophocarpa Sendtner",60.6256989,15.464884
"1436","Callitriche cophocarpa Sendtner",62.7131839,16.5378949
"1437","Callitriche cophocarpa Sendtner",59.18856,17.0955149
"1438","Callitriche cophocarpa Sendtner",58.402548,14.032385
"1439","Callitriche cophocarpa Sendtner",58.404271,12.1892309
"1440","Callitriche cophocarpa Sendtner",59.5181189,17.682285
"1441","Callitriche cophocarpa Sendtner",56.7741389,13.8432
"1442","Callitriche cophocarpa Sendtner",59.772727,17.0289679
"1443","Callitriche cophocarpa Sendtner",60.271807,17.0312759
"1444","Callitriche cophocarpa Sendtner",60.286397,17.2740909
"1445","Callitriche cophocarpa Sendtner",59.168796,16.788767
"1446","Callitriche cophocarpa Sendtner",60.0466839,18.2956639
"1447","Callitriche cophocarpa Sendtner",59.587603,17.567418
"1448","Callitriche cophocarpa Sendtner",57.330902,16.0085979
"1449","Callitriche cophocarpa Sendtner",58.675089,16.6265129
"1450","Callitriche cophocarpa Sendtner",57.285536,16.204018
"1451","Callitriche cophocarpa Sendtner",58.107795,12.56223
"1452","Callitriche cophocarpa Sendtner",59.649369,13.589857
"1453","Callitriche cophocarpa Sendtner",60.142797,17.8185779
"1454","Callitriche cophocarpa Sendtner",58.668905,16.219469
"1455","Callitriche cophocarpa Sendtner",57.6527186886484,16.056444903503
"1456","Callitriche cophocarpa Sendtner",59.8632649,16.9430349
"1457","Callitriche cophocarpa Sendtner",59.7379,17.7802739
"1458","Callitriche cophocarpa Sendtner",59.169722,16.6576489
"1459","Callitriche cophocarpa Sendtner",59.5670509,17.3753579
"1460","Callitriche cophocarpa Sendtner",59.0610509,17.0508859
"1461","Callitriche cophocarpa Sendtner",57.840625,13.642454
"1462","Callitriche cophocarpa Sendtner",57.6741889,14.0965159
"1463","Callitriche cophocarpa Sendtner",62.3247489,15.920788
"1464","Callitriche cophocarpa Sendtner",57.807636,13.4542839
"1465","Callitriche cophocarpa Sendtner",57.7849629,15.2143979
"1466","Callitriche cophocarpa Sendtner",58.061933,14.07811
"1467","Callitriche cophocarpa Sendtner",59.236853,15.250761
"1468","Callitriche cophocarpa Sendtner",59.990526,17.794988
"1469","Callitriche cophocarpa Sendtner",60.4308679,15.968444
"1470","Callitriche cophocarpa Sendtner",59.6704689,18.196697
"1471","Callitriche cophocarpa Sendtner",57.8032574325728,16.463279593838
"1472","Callitriche cophocarpa Sendtner",60.91571,14.49266
"1473","Callitriche cophocarpa Sendtner",57.88454,13.295812
"1474","Callitriche cophocarpa Sendtner",57.2277059,14.733188
"1475","Callitriche cophocarpa Sendtner",56.383428,16.0504959
"1476","Callitriche cophocarpa Sendtner",59.2164229,16.308627
"1477","Callitriche cophocarpa Sendtner",58.946558,16.434984
"1478","Callitriche cophocarpa Sendtner",56.3806998,14.0008115
"1479","Callitriche cophocarpa Sendtner",60.06376,18.566434
"1480","Callitriche cophocarpa Sendtner",57.8639590034339,15.8506885770604
"1481","Callitriche cophocarpa Sendtner",59.032853,17.1962249
"1482","Callitriche cophocarpa Sendtner",57.810206,12.1900309
"1483","Callitriche cophocarpa Sendtner",59.6744739,17.7353939
"1484","Callitriche cophocarpa Sendtner",58.186525,13.128276
"1485","Callitriche cophocarpa Sendtner",59.6015099,18.0855029
"1486","Callitriche cophocarpa Sendtner",58.3256409,14.653184
"1487","Callitriche cophocarpa Sendtner",60.0691029,18.297362
